11
16
15
18
16
25
16
12
13
9
12
11
11
22
28
66
32
37
32
41
42
37
46
38
37
56
72
46
48
41
43
35
79
88
72
68
113
89
68
153
260
334
318
10
9
8
10
10
10
9
9
9
10
11
10
11
12
427
500
500
500
269
292
323
500
413
288
469
326
500
500
500
500
500
472
367
500
207
500
308
351
500
259
343
274
300
279
259
333
383
251
468
291
296
500
195
319
278
163
186
207
295
189
278
